Name_0,Name_1,PSRJ_0,PSRJ_1,ZZ,XX,YY,DISC_DATE,
J1324-6302,kbm+03,J1324-6302,kbm+03,-0.08,-9.38,1.52,2003,
B1323-58,mlt+78,J1326-5859,mlt+78,0.19,-2.38,6.68,1978,
B1323-63,mlt+78,J1326-6408,mlt+78,-0.32,-9.60,1.33,1978,
B1322-66,mlt+78,J1326-6700,mlt+78,-0.51,-5.42,4.52,1978,
J1327-0755,blr+13,J1327-0755,blr+13,20.19,-9.80,-2.53,2013,
B1323-62,kac+73,J1327-6222,kac+73,0.01,-3.19,6.09,1973,
B1323-627,jlm+92,J1327-6301,jlm+92,-0.05,-4.97,4.76,1992,
J1327-6400,mlc+01,J1327-6400,mlc+01,-0.32,-10.39,0.72,2001,
B1325-43,mlt+78,J1328-4357,mlt+78,0.45,-1.03,7.64,1978,
B1325-49,mlt+78,J1328-4921,mlt+78,1.90,-6.35,3.34,1978,
J1329+13,ttm+18,J1329+13,ttm+18,1.05,-0.11,8.22,2018,
J1329-6158,kbm+03,J1329-6158,kbm+03,0.12,-9.44,1.30,2003,
J1331-5245,kjv+10,J1331-5245,kjv+10,1.50,-6.84,2.96,2010,
J1332-03,kkl+15,J1332-03,kkl+15,21.18,-8.13,-2.00,2015,
J1332-3032,lml+98,J1332-3032,lml+98,0.46,-0.55,7.98,1998,
J1333-4449,jbo+09,J1333-4449,jbo+09,0.43,-1.03,7.61,2009,
J1334-5839,mld+96,J1334-5839,mld+96,0.16,-1.94,6.95,1996,
J1335-3642,mld+96,J1335-3642,mld+96,1.06,-1.65,6.98,1996,
J1336-2522,kmk+18,J1336-2522,kmk+18,3.25,-3.08,5.36,2018,
J1336+33,ttm+18,J1336+33,ttm+18,0.71,0.14,8.45,2018,
J1337-44,kbj+18,J1337-44,kbj+18,7.48,-17.89,-7.28,2018,
J1337-6306,hfs+04,J1337-6306,hfs+04,-0.16,-10.17,0.52,2004,
J1337-6423,kjb+12,J1337-6423,kjb+12,-0.20,-4.69,4.85,2012,
B1334-61,jlm+92,J1338-6204,jlm+92,0.07,-9.70,0.82,1992,
J1339-4712,jbo+09,J1339-4712,jbo+09,0.31,-0.88,7.73,2009,
J1339-6618,kbm+03,J1339-6618,kbm+03,-0.50,-5.78,4.02,2003,
B1336-64,mlt+78,J1340-6456,mlt+78,-0.06,-1.10,7.64,1978,
J1341-6023,mlc+01,J1341-6023,mlc+01,0.24,-5.65,3.92,2001,
B1338-62,mdt85,J1341-6220,mdt85,-0.01,-9.83,0.62,1985,
J1342+2822A,hrs+07,J1342+2822A,hrs+07,9.71,1.30,7.06,2007,
J1342+2822B,hrs+07,J1342+2822B,hrs+07,9.71,1.30,7.06,2007,
J1342+2822C,hrs+07,J1342+2822C,hrs+07,9.71,1.30,7.06,2007,
J1342+2822D,hrs+07,J1342+2822D,hrs+07,9.71,1.30,7.06,2007,
J1344-6059,kbm+03,J1344-6059,kbm+03,0.16,-5.74,3.80,2003,
J1345-6115,mlc+01,J1345-6115,mlc+01,0.09,-4.30,4.96,2001,
J1346-4918,bbb+12,J1346-4918,bbb+12,0.55,-1.83,6.85,2012,
J1347-5947,mlc+01,J1347-5947,mlc+01,0.25,-4.82,4.47,2001,
J1348-6307,mlc+01,J1348-6307,mlc+01,-0.18,-8.23,1.75,2001,
J1349-6130,mlc+01,J1349-6130,mlc+01,0.06,-4.22,4.99,2001,
J1349-63,ncb+15,J1349-63,ncb+15,-0.29,-7.19,2.63,2015,
J1350-5115,lml+98,J1350-5115,lml+98,0.60,-2.40,6.32,1998,
J1350-6225,cwp+17,J1350-6225,cwp+17,-0.00,-0.00,8.50,2017,
J1352-6803,ebvb01,J1352-6803,ebvb01,-1.01,-7.70,2.35,2001,
J1354-6249,kbm+03,J1354-6249,kbm+03,-0.07,-3.95,5.18,2003,
B1352-51,mlt+78,J1355-5153,mlt+78,0.84,-3.59,5.16,1978,
J1355-5747,lfl+06,J1355-5747,lfl+06,0.45,-4.82,4.25,2006,
J1355-5925,kbm+03,J1355-5925,kbm+03,0.31,-5.43,3.77,2003,
J1355-6206,kbm+03,J1355-6206,kbm+03,-0.02,-5.75,3.62,2003,
J1356-5521,mld+96,J1356-5521,mld+96,0.81,-5.39,3.61,1996,
B1353-62,kac+73,J1357-62,kac+73,-0.06,-4.93,4.29,1973,
J1357-6429,lfl+06,J1357-6429,lfl+06,-0.14,-2.38,6.51,2006,
J1358-2533,mld+96,J1358-2533,mld+96,1.46,-1.30,6.86,1996,
B1356-60,mlt+78,J1359-6038,mlt+78,0.10,-3.76,5.20,1978,
J1400-1431,rsm+13,J1400-1431,rsm+13,0.20,-0.11,8.34,2013,
J1400-6325,rmg+10,J1400-6325,rmg+10,-0.19,-5.31,3.95,2010,
B1358-63,mlt+78,J1401-6357,mlt+78,-0.07,-1.37,7.33,1978,
B1359-51,vl70,J1402-5124,vl70,0.19,-0.76,7.76,1970,
J1403-6310,kbm+03,J1403-6310,kbm+03,-0.14,-4.28,4.79,2003,
J1403-7646,lml+98,J1403-7646,lml+98,-1.33,-4.09,5.41,1998,
J1404+1159,cha03,J1404+1159,cha03,2.01,-0.07,7.66,2003,
J1405-42,kbj+18,J1405-42,kbj+18,1.15,-2.36,5.95,2018,
J1405-4656,btb+15,J1405-4656,btb+15,0.16,-0.45,8.03,2015,
J1405-5641,lfl+06,J1405-5641,lfl+06,1.02,-9.04,0.08,2006,
J1406-5806,kbm+03,J1406-5806,kbm+03,0.33,-4.09,4.73,2003,
J1406-6121,mlc+01,J1406-6121,mlc+01,0.03,-5.44,3.63,2001,
J1407-6048,mlc+01,J1407-6048,mlc+01,0.09,-5.83,3.23,2001,
J1407-6153,mlc+01,J1407-6153,mlc+01,-0.05,-6.11,3.03,2001,
J1409-6953,bbb+12,J1409-6953,bbb+12,-1.22,-6.68,2.98,2012,
J1410-6132,ojk+08,J1410-6132,ojk+08,-0.02,-10.01,-0.57,2008,
J1410-7404,eb01b,J1410-7404,eb01b,-0.28,-1.03,7.69,2001,
J1411+2551,msf+17,J1411+2551,msf+17,1.08,0.19,8.21,2017,
J1412-6111,mlc+01,J1412-6111,mlc+01,0.01,-3.89,4.93,2001,
J1412-6145,mlc+01,J1412-6145,mlc+01,-0.05,-5.26,3.71,2001,
J1412+7922,zhi+11,J1412+7922,zhi+11,0.00,0.00,8.50,2011,
J1413-6141,kbm+03,J1413-6141,kbm+03,-0.05,-6.26,2.77,2003,
J1413-6205,sdz+10,J1413-6205,sdz+10,-0.03,-1.59,7.05,2010,
J1413-6222,mlc+01,J1413-6222,mlc+01,-0.23,-9.69,-0.30,2001,
B1409-62,jlm+92,J1413-6307,jlm+92,-0.09,-2.26,6.46,1992,
J1414-6802,ebvb01,J1414-6802,ebvb01,-0.61,-4.09,5.00,2001,
J1415-6621,ebvb01,J1415-6621,ebvb01,-0.88,-7.83,1.64,2001,
J1416-5033,bbb+12,J1416-5033,bbb+12,0.25,-0.96,7.49,2012,
J1416-6037,mlc+01,J1416-6037,mlc+01,0.05,-3.70,5.02,2001,
J1417-4402,crr+16,J1417-4402,crr+16,1.22,-2.78,5.32,2016,
J1418-3921,mld+96,J1418-3921,mld+96,1.43,-2.41,5.54,1996,
J1418-5945,kbm+03,J1418-5945,kbm+03,0.14,-4.44,4.26,2003,
J1418-6058,aaa+09c,J1418-6058,aaa+09c,0.00,-1.37,7.21,2009,
B1417-54,mlt+78,J1420-5416,mlt+78,0.49,-3.05,5.37,1978,
J1420-5625,hfs+04,J1420-5625,hfs+04,0.10,-0.94,7.56,2004,
J1420-6048,dkm+01,J1420-6048,dkm+01,0.02,-4.08,4.62,2001,
J1421-4409,kbj+18,J1421-4409,kbj+18,0.57,-1.30,6.98,2018,
J1422-6138,pga+13,J1422-6138,pga+13,-0.00,-0.00,8.50,2013,
J1423-6953,ebvb01,J1423-6953,ebvb01,-0.69,-3.52,5.47,2001,
J1424-5556,hfs+04,J1424-5556,hfs+04,0.50,-4.31,4.08,2004,
J1424-56,kle+10,J1424-56,kle+10,0.06,-0.66,7.82,2010,
J1424-5822,kbm+03,J1424-5822,kbm+03,0.27,-4.74,3.77,2003,
J1424-6438,kbm+03,J1424-6438,kbm+03,-0.38,-4.46,4.38,2003,
J1425-5723,kbm+03,J1425-5723,kbm+03,0.06,-0.74,7.75,2003,
J1425-5759,kbm+03,J1425-5759,kbm+03,0.35,-5.37,3.09,2003,
J1425-6210,mlc+01,J1425-6210,mlc+01,-0.15,-4.96,3.77,2001,
J1427-4158,jbo+09,J1427-4158,jbo+09,1.36,-2.71,5.10,2009,
B1424-55,mlt+78,J1428-5530,mlt+78,0.16,-1.31,7.13,1978,
J1429-5911,sdz+10,J1429-5911,sdz+10,0.04,-1.38,7.11,2010,
J1429-5935,mlc+01,J1429-5935,mlc+01,0.13,-5.43,3.06,2001,
B1426-66,lvw68,J1430-6623,lvw68,-0.13,-0.97,7.60,1968,
J1431-4715,btb+15,J1431-4715,btb+15,0.39,-1.14,7.14,2015,
J1431-5740,bbb+13,J1431-5740,bbb+13,0.16,-2.47,5.95,2013,
J1432-5032,kjv+10,J1432-5032,kjv+10,0.84,-3.42,4.57,2010,
J1433+00,dsm+16,J1433+00,dsm+16,2.41,-0.31,6.76,2016,
J1433-6038,kel+09,J1433-6038,kel+09,-0.02,-4.39,4.09,2009,
J1434-6006,kbm+03,J1434-6006,kbm+03,0.02,-3.72,4.73,2003,
J1434-6029,mlc+01,J1434-6029,mlc+01,-0.01,-3.38,5.08,2001,
J1434+7257,slr+14,J1434+7257,slr+14,0.65,0.66,8.78,2014,
J1435-5954,hfs+04,J1435-5954,hfs+04,0.01,-0.74,7.74,2004,
J1435-6100,clm+01,J1435-6100,clm+01,-0.03,-1.98,6.51,2001,
J1437-5959,cng+09,J1437-5959,cng+09,0.03,-5.96,2.37,2009,
J1437-6146,hfs+04,J1437-6146,hfs+04,-0.11,-3.00,5.49,2004,
J1439-5501,fsk+04,J1439-5501,fsk+04,0.05,-0.43,8.02,2004,
J1439+76,kkl+15,J1439+76,kkl+15,1.28,1.45,9.19,2015,
B1436-63,mlt+78,J1440-6344,mlt+78,-0.20,-2.45,6.08,1978,
J1441-6137,kbm+03,J1441-6137,kbm+03,-0.10,-2.71,5.73,2003,
J1443-5122,kjv+10,J1443-5122,kjv+10,0.40,-1.89,6.23,2010,
J1444-5941,mlc+01,J1444-5941,mlc+01,0.01,-2.63,5.70,2001,
J1444-6026,mll+06,J1444-6026,mll+06,-0.06,-4.01,4.29,2006,
J1446-4701,kjb+12,J1446-4701,kjb+12,0.31,-0.94,7.28,2012,
J1449-5846,kbm+03,J1449-5846,kbm+03,0.05,-2.81,5.41,2003,
J1452-5851,mlc+01,J1452-5851,mlc+01,0.03,-3.01,5.15,2001,
J1452-6036,kbm+03,J1452-6036,kbm+03,-0.13,-4.16,3.99,2003,
J1453+1902,lmcs07,J1453+1902,lmcs07,1.11,0.25,7.93,2007,
B1449-64,lvw69a,J1453-6413,lvw69a,-0.22,-1.95,6.50,1969,
J1454-5846,clm+01,J1454-5846,clm+01,0.02,-1.98,6.28,2001,
J1455-3330,lnl+95,J1455-3330,lnl+95,0.39,-0.46,7.69,1995,
J1455-59,kek+13,J1455-59,kek+13,-0.02,-4.47,3.52,2013,
J1456-48,bcm+15,J1456-48,bcm+15,1.60,-5.47,1.10,2015,
B1451-68,lvw68,J1456-6843,lvw68,-0.06,-0.31,8.21,1968,
B1454-51,mlt+78,J1457-5122,mlt+78,0.12,-0.60,7.72,1978,
J1457-5900,kbm+03,J1457-5900,kbm+03,-0.00,-2.48,5.70,2003,
J1457-5902,kbm+03,J1457-5902,kbm+03,-0.00,-4.22,3.73,2003,
J1459-6053,aaa+09c,J1459-6053,aaa+09c,-0.06,-1.23,7.14,2009,
J1501-0046,lbr+13,J1501-0046,lbr+13,1.58,-0.08,7.08,2013,
J1501-5637,kbm+03,J1501-5637,kbm+03,0.16,-3.16,4.71,2003,
J1502-5653,hfs+04,J1502-5653,hfs+04,0.10,-2.53,5.46,2004,
J1502-5828,kbm+03,J1502-5828,kbm+03,0.02,-4.61,3.12,2003,
J1502-6128,kbm+03,J1502-6128,kbm+03,-0.22,-3.47,4.65,2003,
J1502-6752,kjb+12,J1502-6752,kjb+12,-1.09,-5.44,3.10,2012,
J1503+2111,clm+05,J1503+2111,clm+05,0.21,0.06,8.39,2005,
J1504-5621,kbm+03,J1504-5621,kbm+03,0.11,-2.21,5.80,2003,
B1503-51,mlt+78,J1506-5158,mlt+78,0.13,-0.83,7.40,1978,
B1504-43,mlt+78,J1507-4352,mlt+78,0.30,-0.73,7.36,1978,
B1503-66,mlt+78,J1507-6640,mlt+78,-0.61,-3.31,5.09,1978,
B1508+55,htg+68,J1509+5531,htg+68,1.66,1.28,8.53,1968,
J1509-5850,kbm+03,J1509-5850,kbm+03,-0.04,-2.17,5.92,2003,
J1509-6015,kbm+03,J1509-6015,kbm+03,-0.35,-7.23,0.11,2003,
B1507-44,mlt+78,J1510-4422,mlt+78,0.84,-2.17,5.09,1978,
J1511-5414,kbm+03,J1511-5414,kbm+03,0.13,-1.47,6.57,2003,
J1511-5835,kbm+03,J1511-5835,kbm+03,-0.05,-3.29,4.54,2003,
J1512-5431,kbm+03,J1512-5431,kbm+03,0.26,-3.11,4.44,2003,
B1508-57,jlm+92,J1512-5759,jlm+92,-0.01,-4.33,3.20,1992,
J1513-5739,mlc+01,J1513-5739,mlc+01,0.01,-3.70,3.92,2001,
B1509-58,sh82,J1513-5908,sh82,-0.09,-2.81,5.11,1982,
J1513-5946,kle+10,J1513-5946,kle+10,-0.11,-2.42,5.62,2010,
B1510-48,mlt+78,J1514-4834,mlt+78,0.17,-0.69,7.48,1978,
J1514-4946,kcj+12,J1514-4946,kcj+12,0.11,-0.52,7.76,2012,
J1514-5925,kbm+03,J1514-5925,kbm+03,-0.10,-2.50,5.49,2003,
J1515-5720,kbm+03,J1515-5720,kbm+03,0.03,-3.79,3.76,2003,
J1517-4356,ebvb01,J1517-4356,ebvb01,0.89,-2.27,4.75,2001,
J1517-4636,kjv+10,J1517-4636,kjv+10,1.23,-4.08,2.11,2010,
B1516+02A,wakp89,J1518+0204A,wakp89,6.20,0.39,2.69,1989,
B1516+02B,wakp89,J1518+0204B,wakp89,6.20,0.39,2.70,1989,
J1518+0204C,hrs+07,J1518+0204C,hrs+07,5.83,0.37,3.04,2007,
J1518+0204D,hrs+07,J1518+0204D,hrs+07,5.83,0.37,3.04,2007,
J1518+0204E,hrs+07,J1518+0204E,hrs+07,5.83,0.37,3.04,2007,
J1518-0627,lbr+13,J1518-0627,lbr+13,1.76,-0.17,6.48,2013,
J1518+4904,nst96,J1518+4904,nst96,0.78,0.55,8.41,1996,
J1518-5415,kel+09,J1518-5415,kel+09,0.18,-2.25,5.48,2009,
J1519-5734,lfl+06,J1519-5734,lfl+06,-0.03,-4.24,3.12,2006,
J1519-6106,lfl+06,J1519-6106,lfl+06,-0.28,-3.25,4.64,2006,
J1519-6308,hfs+04,J1519-6308,hfs+04,-1.06,-8.13,-0.77,2004,
J1522-5525,kbm+03,J1522-5525,kbm+03,0.05,-1.20,6.90,2003,
J1522-5735,pga+13,J1522-5735,pga+13,-0.00,-0.00,8.50,2013,
B1518-58,jlm+92,J1522-5829,jlm+92,-0.08,-2.41,5.46,1992,
J1524-5625,kbm+03,J1524-5625,kbm+03,0.02,-2.03,5.80,2003,
J1524-5706,kbm+03,J1524-5706,kbm+03,-0.02,-4.52,2.59,2003,
J1524-5819,kel+09,J1524-5819,kel+09,-0.16,-4.65,2.57,2009,
J1525-5417,kbm+03,J1525-5417,kbm+03,0.18,-2.85,4.54,2003,
J1525-5523,ncb+15,J1525-5523,ncb+15,0.06,-1.85,5.98,2015,
J1525-5545,nbb+14,J1525-5545,nbb+14,0.05,-1.87,5.98,2014,
J1525-5605,kbm+03,J1525-5605,kbm+03,0.05,-3.05,4.40,2003,
J1526-5633,kbm+03,J1526-5633,kbm+03,0.01,-2.87,4.67,2003,
B1524-39,mlt+78,J1527-3931,mlt+78,0.41,-0.75,7.02,1978,
B1523-55,mlt+78,J1527-5552,mlt+78,0.05,-3.15,4.22,1978,
J1528-3146,jbo+07,J1528-3146,jbo+07,0.27,-0.27,7.83,2007,
J1528-4109,ebvb01,J1528-4109,ebvb01,1.20,-2.49,3.80,2001,
J1528-5547,ncb+15,J1528-5547,ncb+15,0.05,-2.64,4.89,2015,
J1528-5838,cwp+17,J1528-5838,cwp+17,-0.00,-0.00,8.50,2017,
J1529-3828,nbb+14,J1529-3828,nbb+14,1.09,-1.83,4.77,2014,
J1529-5355,kbm+03,J1529-5355,kbm+03,0.22,-3.58,3.39,2003,
J1529-5611,kbm+03,J1529-5611,kbm+03,0.01,-1.97,5.83,2003,
J1530-5327,mlc+01,J1530-5327,mlc+01,0.05,-0.64,7.58,2001,
J1530-63,bbb+12,J1530-63,bbb+12,-1.23,-7.46,-0.23,2012,
J1531-4012,ebvb01,J1531-4012,ebvb01,2.16,-4.19,0.23,2001,
J1531-5610,kbm+03,J1531-5610,kbm+03,0.00,-1.67,6.21,2003,
B1530+27,dth78,J1532+2745,dth78,1.07,0.53,7.94,1978,
J1532-5308,kbm+03,J1532-5308,kbm+03,0.16,-2.15,5.34,2003,
J1532-56,ncb+15,J1532-56,ncb+15,-0.02,-2.62,4.92,2015,
J1534-4428,bbb+12,J1534-4428,bbb+12,1.55,-4.59,0.17,2012,
J1534-46,bb10,J1534-46,bb10,0.28,-1.01,6.75,2010,
B1530-53,lvw68,J1534-5334,lvw68,0.03,-0.46,7.83,1968,
B1530-539,jlm+92,J1534-5405,jlm+92,0.10,-2.13,5.41,1992,
J1535-4114,ebvb01,J1535-4114,ebvb01,0.57,-1.22,6.08,2001,
J1535-4415,ebvb01,J1535-4415,ebvb01,0.94,-2.74,3.46,2001,
J1535-5450,kbm+03,J1535-5450,kbm+03,0.05,-2.25,5.26,2003,
J1535-5848,kbm+03,J1535-5848,kbm+03,-0.12,-1.79,6.14,2003,
J1536-3602,jbo+09,J1536-3602,jbo+09,3.83,-5.37,-3.89,2009,
J1536-4948,rap+12,J1536-4948,rap+12,0.08,-0.52,7.67,2012,
J1536-5433,mlc+01,J1536-5433,mlc+01,0.06,-1.88,5.78,2001,
J1536-5907,kel+09,J1536-5907,kel+09,-0.39,-4.92,2.04,2009,
B1534+12,wol91a,J1537+1155,wol91a,0.79,0.24,7.84,1991,
J1537-4912,ebvb01,J1537-4912,ebvb01,0.19,-1.06,6.76,2001,
J1537-5153,kbm+03,J1537-5153,kbm+03,0.15,-1.49,6.20,2003,
J1537-5645,mlc+01,J1537-5645,mlc+01,-0.14,-4.94,1.63,2001,
J1538+2345,kkl+15,J1538+2345,kkl+15,1.04,0.48,7.86,2015,
J1538-5438,mlc+01,J1538-5438,mlc+01,0.04,-1.79,5.87,2001,
J1538-5519,kel+09,J1538-5519,kel+09,0.01,-3.39,3.62,2009,
J1538-5551,hfs+04,J1538-5551,hfs+04,-0.03,-3.44,3.60,2004,
J1538-5621,ncb+15,J1538-5621,ncb+15,-0.04,-1.92,5.80,2015,
J1538-5638,kbm+03,J1538-5638,kbm+03,-0.11,-4.10,2.78,2003,
J1538-5732,lfl+06,J1538-5732,lfl+06,-0.10,-2.02,5.73,2006,
J1538-5750,kbm+03,J1538-5750,kbm+03,-0.08,-1.49,6.47,2003,
J1539-4828,ekl09,J1539-4828,ekl09,0.33,-1.75,5.53,2009,
J1539-5521,kbm+03,J1539-5521,kbm+03,0.01,-2.80,4.47,2003,
B1535-56,jlm+92,J1539-5626,jlm+92,-0.05,-2.05,5.61,1992,
J1539-6322,ebvb01,J1539-6322,ebvb01,-0.79,-4.49,3.06,2001,
J1540-5736,mlc+01,J1540-5736,mlc+01,-0.21,-3.72,3.36,2001,
J1541-42,bbj+11,J1541-42,bbj+11,0.37,-0.93,6.64,2011,
J1541-5535,kbm+03,J1541-5535,kbm+03,-0.03,-2.93,4.25,2003,
J1542-5034,mld+96,J1542-5034,mld+96,0.17,-1.42,6.18,1996,
J1542-5133,hfs+04,J1542-5133,hfs+04,0.20,-2.15,5.06,2004,
J1542-5303,kbm+03,J1542-5303,kbm+03,0.15,-2.92,3.99,2003,
B1540-06,mlt+78,J1543-0620,mlt+78,0.67,0.01,7.60,1978,
B1541+09,ls69,J1543+0929,ls69,4.23,1.26,4.58,1969,
J1543-5013,kbm+03,J1543-5013,kbm+03,0.38,-2.99,3.54,2003,
J1543-5149,kjb+12,J1543-5149,kjb+12,0.05,-0.61,7.53,2012,
J1543-5459,mlc+01,J1543-5459,mlc+01,-0.00,-2.60,4.64,2001,
J1544+4937,brr+13,J1544+4937,brr+13,2.30,1.88,8.14,2013,
B1541-52,mlt+78,J1544-5308,mlt+78,0.02,-0.50,7.72,1978,
J1545-4550,bbb+13,J1545-4550,bbb+13,0.27,-1.05,6.53,2013,
J1546-3747A,lr11,J1546-3747A,lr11,1.48,-2.45,2.72,2011,
J1546-5302,kbm+03,J1546-5302,kbm+03,0.12,-2.87,4.01,2003,
J1546-59,mlb+12,J1546-59,mlb+12,-0.23,-2.29,5.37,2012,
J1547-0944,lbr+13,J1547-0944,lbr+13,2.08,-0.09,5.37,2013,
J1547-5750,hfs+04,J1547-5750,hfs+04,-0.16,-2.00,5.68,2004,
J1547-5839,kbm+03,J1547-5839,kbm+03,-0.32,-3.32,3.90,2003,
J1548-4821,kbm+03,J1548-4821,kbm+03,0.29,-1.68,5.51,2003,
J1548-4927,kbm+03,J1548-4927,kbm+03,0.24,-1.76,5.46,2003,
J1548-5607,mlc+01,J1548-5607,mlc+01,-0.14,-3.20,3.78,2001,
J1549+2113,fcwa95,J1549+2113,fcwa95,2.29,1.13,6.87,1995,
J1549-4848,mld+96,J1549-4848,mld+96,0.10,-0.64,7.36,1996,
J1549-57,bbj+11,J1549-57,bbj+11,-0.03,-0.40,7.93,2011,
J1549-5722,kbm+03,J1549-5722,kbm+03,-0.12,-1.63,6.15,2003,
J1550-5242,kbm+03,J1550-5242,kbm+03,0.12,-2.98,3.70,2003,
J1550-5317,kbm+03,J1550-5317,kbm+03,0.09,-3.70,2.63,2003,
J1550-5418,crhr07,J1550-5418,crhr07,-0.01,-2.16,5.14,2007,
J1551-0658,hrm+11,J1551-0658,hrm+11,0.75,0.03,7.42,2011,
J1551-4424,bbb+12,J1551-4424,bbb+12,0.29,-0.98,6.52,2012,
J1551-5310,hfs+04,J1551-5310,hfs+04,0.07,-3.11,3.51,2004,
J1552-4937,fsk+04,J1552-4937,fsk+04,0.18,-1.51,5.85,2004,
J1552+5437,pbh+17,J1552+5437,pbh+17,1.94,1.79,8.36,2017,
J1552-62,bbb+12,J1552-62,bbb+12,-0.43,-2.34,5.46,2012,
B1550-54,mlt+78,J1553-5456,mlt+78,-0.06,-2.05,5.32,1978,
J1554+18,dsm+16,J1554+18,dsm+16,2.01,0.96,6.89,2016,
J1554-5209,kle+10,J1554-5209,kle+10,0.06,-1.59,5.86,2010,
J1554-5512,kbm+03,J1554-5512,kbm+03,-0.13,-3.47,3.14,2003,
J1555-0515,blr+13,J1555-0515,blr+13,0.89,0.09,7.23,2013,
B1552-23,mlt+78,J1555-2341,mlt+78,1.44,-0.69,5.11,1978,
B1552-31,mlt+78,J1555-3134,mlt+78,1.53,-1.51,3.65,1978,
J1556+01,ttm+18,J1556+01,ttm+18,0.81,0.18,7.50,2018,
J1556-5358,kbm+03,J1556-5358,kbm+03,-0.04,-2.65,4.24,2003,
J1557-4258,mld+96,J1557-4258,mld+96,1.19,-3.58,0.74,1996,
J1558-5419,mlc+01,J1558-5419,mlc+01,-0.11,-3.93,2.19,2001,
J1558-5756,lfl+06,J1558-5756,lfl+06,-0.21,-1.87,5.76,2006,
J1559-44,bcm+15,J1559-44,bcm+15,0.58,-2.03,4.18,2015,
B1556-44,vl72,J1559-4438,vl72,0.26,-0.98,6.44,1972,
B1555-55,mlt+78,J1559-5545,mlt+78,-0.15,-2.23,5.03,1978,
J1600-3053,jbo+07,J1600-3053,jbo+07,0.51,-0.47,6.84,2007,
B1557-50,kac+73,J1600-5044,kac+73,0.20,-3.38,2.49,1973,
B1556-57,mlt+78,J1600-5751,mlt+78,-0.27,-2.33,5.04,1978,
J1600-5916,lfl+06,J1600-5916,lfl+06,-0.47,-3.23,3.88,2006,
J1601-50,kek+13,J1601-50,kek+13,0.04,-0.66,7.30,2013,
J1601-5244,mlc+01,J1601-5244,mlc+01,0.00,-2.08,4.98,2001,
J1601-5335,mlc+01,J1601-5335,mlc+01,-0.04,-1.85,5.43,2001,
J1602-4957,kbm+03,J1602-4957,kbm+03,0.22,-2.89,3.21,2003,
B1558-50,kac+73,J1602-5100,kac+73,0.18,-3.92,1.53,1973,
J1603+18,dsm+16,J1603+18,dsm+16,17.76,9.54,-6.28,2016,
J1603-2531,mld+96,J1603-2531,mld+96,1.17,-0.65,5.36,1996,
B1600-27,mlt+78,J1603-2712,mlt+78,0.74,-0.49,6.37,1978,
J1603-3539,ebvb01,J1603-3539,ebvb01,0.89,-1.29,4.71,2001,
J1603-5657,lml+98,J1603-5657,lml+98,-0.39,-3.67,2.87,1998,
J1603-7202,llb+96,J1603-7202,llb+96,-0.13,-0.35,8.13,1996,
J1604-31,kbj+18,J1604-31,kbj+18,0.90,-0.90,5.34,2018,
J1604-44,kjr+11,J1604-44,kjr+11,0.78,-3.27,1.44,2011,
J1604-4718,lfl+06,J1604-4718,lfl+06,0.08,-0.54,7.42,2006,
B1600-49,mlt+78,J1604-4909,mlt+78,0.14,-1.50,5.66,1978,
J1604-7203,lml+98,J1604-7203,lml+98,-0.40,-1.06,7.38,1998,
J1605+3249,hab07,J1605+3249,hab07,0.00,0.00,8.50,2007,
J1605-5215,mlc+01,J1605-5215,mlc+01,0.00,-2.53,4.08,2001,
B1601-52,kac+73,J1605-5257,kac+73,-0.01,-0.46,7.71,1973,
B1604-00,vl70,J1607-0032,vl70,0.39,0.10,7.96,1970,
J1607-5140,mlc+01,J1607-5140,mlc+01,0.02,-2.49,4.03,2001,
J1607-6449,bbb+12,J1607-6449,bbb+12,-0.57,-2.10,5.82,2012,
J1609-1930,jbo+09,J1609-1930,jbo+09,0.70,-0.17,6.86,2009,
J1609-4616,hfs+04,J1609-4616,hfs+04,0.26,-1.60,5.12,2004,
J1609-5158,mlc+01,J1609-5158,mlc+01,-0.02,-3.15,2.84,2001,
B1607-13,dtws85,J1610-1322,dtws85,1.47,-0.03,5.60,1985,
J1610-17,bb10,J1610-17,bb10,1.54,-0.26,5.07,2010,
J1610-5006,mlc+01,J1610-5006,mlc+01,0.10,-2.64,3.48,2001,
J1610-5303,kbm+03,J1610-5303,kbm+03,-0.10,-2.66,3.86,2003,
J1611-01,kkl+15,J1611-01,kkl+15,1.13,0.30,6.86,2015,
J1611-4811,kbm+03,J1611-4811,kbm+03,0.21,-2.18,4.11,2003,
J1611-4949,mlc+01,J1611-4949,mlc+01,0.14,-3.33,2.08,2001,
B1607-52,jlm+92,J1611-5209,jlm+92,-0.02,-1.43,5.92,1992,
J1611-5847,lfl+06,J1611-5847,lfl+06,-0.23,-1.36,6.44,2006,
J1612+2008,blr+13,J1612+2008,blr+13,1.20,0.73,7.48,2013,
J1612-2408,jbo+09,J1612-2408,jbo+09,0.92,-0.41,5.94,2009,
J1612-49,ncb+15,J1612-49,ncb+15,0.14,-2.86,2.89,2015,
J1612-5136,kbm+03,J1612-5136,kbm+03,-0.02,-3.20,2.63,2003,
J1612-55,ncb+15,J1612-55,ncb+15,-0.34,-3.57,2.57,2015,
J1612-5805,kjv+10,J1612-5805,kjv+10,-0.48,-3.01,3.87,2010,
B1609-47,mlt+78,J1613-4714,mlt+78,0.17,-1.51,5.32,1978,
